id,gender,age,howoften,connect,OS,paid,UX,used,socialMedia,purpose,GPS,videos,preferred_app
0.9308755760368663,1.0,0.4666666666666667,1.0,0.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,0.0,1.0
0.9354838709677419,1.0,0.33333333333333337,1.0,1.0,0.5,1.0,1.0,1.0,0.0,0.5,0.0,0.5,1.0
0.9400921658986175,1.0,0.33333333333333337,0.3333333333333333,1.0,0.5,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
0.9447004608294931,1.0,0.9777777777777779,1.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,0.0,0.0,0.0
0.9493087557603687,0.0,0.0,1.0,1.0,0.5,1.0,0.0,0.0,1.0,1.0,0.0,0.5,0.0
0.9539170506912442,1.0,0.9777777777777779,0.3333333333333333,1.0,0.5,0.0,0.0,0.0,1.0,0.5,1.0,0.0,1.0
0.9585253456221198,1.0,0.4666666666666667,0.3333333333333333,0.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,0.0,1.0
0.9631336405529954,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,1.0
0.967741935483871,0.0,0.8,0.0,1.0,0.5,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
0.9723502304147466,0.0,0.044444444444444446,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.5,0.0
0.9769585253456221,1.0,0.33333333333333337,0.6666666666666666,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0
0.9815668202764977,1.0,0.6222222222222222,0.3333333333333333,1.0,0.5,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
0.9861751152073732,0.0,0.06666666666666667,0.0,1.0,0.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.5
0.9907834101382489,1.0,0.022222222222222223,0.6666666666666666,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.5,0.5
0.9953917050691244,1.0,1.0,0.6666666666666666,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
1.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.004608294930875576,0.0,0.022222222222222223,0.0,0.0,0.5,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.5
0.009216589861751152,0.0,0.044444444444444446,0.0,1.0,0.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
0.013824884792626727,0.0,0.022222222222222223,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.5,1.0
0.018433179723502304,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
0.02304147465437788,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.027649769585253454,0.0,0.08888888888888889,0.0,0.0,0.5,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
0.03225806451612903,0.0,0.11111111111111112,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.5,1.0,0.0,1.0
0.03686635944700461,0.0,0.13333333333333333,0.0,1.0,0.5,1.0,0.0,0.0,1.0,0.5,0.0,0.0,0.5
0.041474654377880185,0.0,0.15555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
0.04608294930875576,0.0,0.17777777777777778,0.0,0.0,0.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.05069124423963134,0.0,0.022222222222222223,0.0,0.0,0.5,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
0.05529953917050691,1.0,0.17777777777777778,0.3333333333333333,1.0,0.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.5
0.059907834101382486,0.0,0.022222222222222223,0.0,0.0,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.5,1.0
0.06451612903225806,0.0,0.022222222222222223,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
0.06912442396313365,0.0,0.2,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,1.0,0.0,0.0
0.07373271889400922,0.0,0.0,0.6666666666666666,0.0,0.0,1.0,1.0,1.0,1.0,0.5,0.0,0.0,1.0
0.07834101382488479,1.0,0.22222222222222224,0.0,1.0,0.5,1.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0
0.08294930875576037,0.0,0.022222222222222223,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.5
0.08755760368663594,0.0,0.022222222222222223,0.0,0.0,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5
0.09216589861751152,1.0,0.022222222222222223,0.3333333333333333,1.0,0.0,1.0,0.0,1.0,1.0,0.5,0.0,0.0,0.0
0.0967741935483871,0.0,0.044444444444444446,0.0,0.0,0.5,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
0.10138248847926268,0.0,0.11111111111111112,0.0,1.0,0.5,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.5
0.10599078341013825,0.0,0.24444444444444446,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0
0.11059907834101382,0.0,0.26666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5
0.1152073732718894,0.0,0.15555555555555556,1.0,1.0,0.5,0.0,0.0,1.0,1.0,0.5,0.0,0.5,0.5
0.11981566820276497,1.0,0.08888888888888889,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,1.0
0.12442396313364056,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.12903225806451613,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5
0.1336405529953917,1.0,0.022222222222222223,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.5
0.1382488479262673,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.14285714285714285,1.0,0.26666666666666666,1.0,0.0,0.5,1.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0
0.14746543778801843,0.0,0.2888888888888889,0.0,1.0,0.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.5
0.15207373271889402,0.0,0.3111111111111111,0.6666666666666666,1.0,0.5,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0.15668202764976957,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.5,0.0,0.0,0.5
0.16129032258064516,0.0,0.13333333333333333,0.0,1.0,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5
0.16589861751152074,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
0.17050691244239632,1.0,0.08888888888888889,0.0,1.0,0.5,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
0.17511520737327188,1.0,0.15555555555555556,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.5
0.17972350230414746,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.18433179723502305,1.0,0.08888888888888889,0.6666666666666666,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0.1889400921658986,1.0,0.33333333333333337,0.0,1.0,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.5,0.5
0.1935483870967742,0.0,0.15555555555555556,0.6666666666666666,1.0,0.5,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
0.19815668202764977,1.0,0.35555555555555557,0.0,1.0,0.5,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.5
0.20276497695852536,0.0,0.15555555555555556,0.6666666666666666,0.0,0.5,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
0.2073732718894009,1.0,0.0,1.0,0.0,0.0,1.0,0.5,0.0,1.0,0.5,0.0,0.0,1.0
0.2119815668202765,1.0,0.37777777777777777,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,1.0,0.0,0.5
0.21658986175115208,0.0,0.4,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,1.0,0.5,0.0
0.22119815668202764,1.0,0.15555555555555556,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5
0.22580645161290322,0.0,0.2888888888888889,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5
0.2304147465437788,1.0,0.4222222222222222,0.0,0.0,0.5,1.0,0.0,0.0,1.0,0.5,1.0,0.5,0.5
0.2350230414746544,1.0,0.17777777777777778,0.0,1.0,0.5,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
0.23963133640552994,1.0,0.15555555555555556,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,0.0,1.0,0.5
0.24423963133640553,0.0,0.11111111111111112,1.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
0.2488479262672811,1.0,0.022222222222222223,0.6666666666666666,0.0,0.0,1.0,0.0,1.0,1.0,0.5,0.0,0.0,0.5
0.2534562211981567,1.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.0,1.0,1.0,0.5,0.0,0.0,0.5
0.25806451612903225,1.0,0.2,0.0,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2626728110599078,0.0,0.15555555555555556,0.3333333333333333,1.0,0.0,1.0,0.0,0.0,1.0,0.5,0.0,0.0,0.5
0.2672811059907834,0.0,0.15555555555555556,0.0,1.0,0.5,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0.271889400921659,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.5,0.0,0.5,1.0
0.2764976958525346,0.0,0.08888888888888889,0.3333333333333333,0.0,0.5,0.0,0.5,1.0,1.0,1.0,0.0,0.0,0.5
0.28110599078341014,1.0,0.0,0.3333333333333333,1.0,0.5,1.0,0.0,0.0,1.0,0.5,0.0,0.0,0.5
0.2857142857142857,0.0,0.08888888888888889,0.6666666666666666,0.0,0.5,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0.2903225806451613,0.0,0.15555555555555556,0.3333333333333333,0.0,0.5,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
0.29493087557603687,0.0,0.0,0.6666666666666666,1.0,0.5,1.0,0.0,1.0,1.0,0.5,0.0,0.0,0.5
0.2995391705069124,1.0,0.3111111111111111,0.0,1.0,0.5,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0.30414746543778803,1.0,0.022222222222222223,0.3333333333333333,1.0,0.0,1.0,1.0,0.0,1.0,0.5,0.0,0.0,0.5
0.3087557603686636,0.0,0.4444444444444445,0.0,0.0,0.5,0.0,0.0,1.0,1.0,0.0,1.0,0.5,0.5
0.31336405529953915,1.0,0.4666666666666667,0.6666666666666666,0.0,0.5,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0.31797235023041476,0.0,0.37777777777777777,0.6666666666666666,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0.3225806451612903,0.0,0.4444444444444445,0.0,0.0,0.5,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
0.3271889400921659,1.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0.3317972350230415,0.0,0.4444444444444445,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
0.33640552995391704,0.0,0.0,0.6666666666666666,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.5
0.34101382488479265,0.0,0.08888888888888889,0.0,0.0,0.5,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
0.3456221198156682,0.0,0.4444444444444445,0.0,0.0,0.0,1.0,0.5,1.0,1.0,1.0,0.0,0.0,1.0
0.35023041474654376,0.0,0.022222222222222223,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.3548387096774194,0.0,0.48888888888888893,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.35944700460829493,0.0,0.08888888888888889,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
0.3640552995391705,1.0,0.5111111111111112,0.0,1.0,0.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0.3686635944700461,1.0,0.022222222222222223,0.6666666666666666,0.0,0.5,1.0,0.0,0.0,1.0,0.5,1.0,0.0,0.0
0.37327188940092165,1.0,0.022222222222222223,1.0,1.0,0.0,1.0,0.5,1.0,1.0,0.5,0.0,0.0,0.5
0.3778801843317972,1.0,0.5333333333333333,0.6666666666666666,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
0.3824884792626728,1.0,0.5555555555555556,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.5,1.0,0.0,0.0
0.3870967741935484,1.0,0.0,1.0,0.0,0.5,0.0,0.0,1.0,0.0,0.5,0.0,0.5,0.5
0.391705069124424,0.0,0.022222222222222223,0.3333333333333333,0.0,0.5,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
0.39631336405529954,1.0,0.022222222222222223,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,0.0,0.5,0.0
0.4009216589861751,0.0,0.15555555555555556,0.0,0.0,0.5,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0.4055299539170507,0.0,0.48888888888888893,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
0.41013824884792627,0.0,0.5777777777777778,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,1.0,0.5,0.0
0.4147465437788018,0.0,0.08888888888888889,0.0,0.0,0.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.41935483870967744,0.0,0.15555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5,1.0
0.423963133640553,1.0,0.33333333333333337,0.0,1.0,0.5,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.5
0.42857142857142855,1.0,0.15555555555555556,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0.43317972350230416,0.0,0.11111111111111112,0.0,1.0,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0
0.4377880184331797,0.0,0.3111111111111111,0.0,0.0,0.5,1.0,0.5,0.0,1.0,0.0,1.0,0.0,1.0
0.44239631336405527,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.5,1.0
0.4470046082949309,1.0,0.24444444444444446,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0.45161290322580644,0.0,0.6,0.0,1.0,0.5,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.5
0.45622119815668205,0.0,0.6222222222222222,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
0.4608294930875576,1.0,0.15555555555555556,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0.46543778801843316,1.0,0.08888888888888889,0.3333333333333333,0.0,0.0,1.0,1.0,1.0,1.0,0.5,0.0,0.5,0.5
0.4700460829493088,1.0,0.33333333333333337,1.0,0.0,0.5,1.0,0.5,1.0,0.0,0.5,0.0,0.0,1.0
0.47465437788018433,0.0,0.6444444444444445,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
0.4792626728110599,0.0,0.3111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
0.4838709677419355,0.0,0.6666666666666667,0.3333333333333333,1.0,0.5,1.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0
0.48847926267281105,1.0,0.6888888888888889,0.0,1.0,0.5,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5
0.4930875576036866,1.0,0.5111111111111112,0.0,1.0,0.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5
0.4976958525345622,1.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.5,0.5
0.5023041474654378,1.0,0.24444444444444446,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5
0.5069124423963134,0.0,0.08888888888888889,0.0,0.0,0.5,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
0.511520737327189,0.0,0.26666666666666666,0.0,0.0,0.5,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.5
0.5161290322580645,1.0,0.7111111111111111,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
0.5207373271889401,1.0,0.4,0.6666666666666666,0.0,0.5,1.0,0.5,1.0,1.0,0.5,1.0,0.0,1.0
0.5253456221198156,1.0,0.11111111111111112,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.5
0.5299539170506913,1.0,0.35555555555555557,0.0,1.0,0.5,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.5
0.5345622119815668,0.0,0.0,0.0,1.0,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.5,0.5
0.5391705069124424,0.0,0.11111111111111112,1.0,0.0,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.5,0.5
0.543778801843318,1.0,0.4444444444444445,0.3333333333333333,0.0,0.5,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
0.5483870967741935,0.0,0.15555555555555556,0.0,0.0,0.5,1.0,0.5,0.0,1.0,0.0,0.0,0.5,0.0
0.5529953917050692,1.0,0.0,1.0,1.0,0.5,1.0,0.0,0.0,1.0,0.5,1.0,0.0,0.0
0.5576036866359447,0.0,0.022222222222222223,1.0,1.0,0.5,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.5
0.5622119815668203,0.0,0.15555555555555556,0.6666666666666666,0.0,0.5,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
0.5668202764976958,0.0,0.15555555555555556,1.0,0.0,0.5,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
0.5714285714285714,1.0,0.08888888888888889,1.0,1.0,0.5,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0.576036866359447,0.0,0.022222222222222223,0.3333333333333333,0.0,0.5,1.0,0.0,1.0,1.0,0.0,1.0,0.5,0.0
0.5806451612903226,0.0,0.3111111111111111,0.6666666666666666,0.0,0.5,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
0.5852534562211982,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,1.0,0.0,1.0,0.5,0.5
0.5898617511520737,0.0,0.15555555555555556,0.0,1.0,0.5,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
0.5944700460829493,0.0,0.15555555555555556,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
0.5990783410138248,0.0,0.022222222222222223,0.6666666666666666,0.0,0.5,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
0.6036866359447005,0.0,0.3111111111111111,0.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,0.0,0.0,0.5
0.6082949308755761,0.0,0.022222222222222223,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
0.6129032258064516,0.0,0.022222222222222223,0.0,0.0,0.5,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0.6175115207373272,0.0,0.0,0.3333333333333333,1.0,0.0,1.0,0.5,0.0,1.0,1.0,0.0,0.0,0.0
0.6221198156682027,0.0,0.022222222222222223,0.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
0.6267281105990783,0.0,0.11111111111111112,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.5,1.0,0.5,0.5
0.631336405529954,0.0,0.0,0.3333333333333333,1.0,0.5,1.0,0.5,0.0,0.0,1.0,0.0,0.0,0.5
0.6359447004608295,0.0,0.08888888888888889,0.3333333333333333,0.0,0.5,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
0.6405529953917051,0.0,0.044444444444444446,0.0,0.0,0.5,0.0,0.0,1.0,1.0,1.0,0.0,0.5,0.0
0.6451612903225806,0.0,0.0,1.0,0.0,0.5,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
0.6497695852534562,0.0,0.022222222222222223,0.0,0.0,0.5,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
0.6543778801843319,0.0,0.022222222222222223,1.0,1.0,0.5,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.5
0.6589861751152074,0.0,0.7333333333333334,0.0,0.0,0.5,1.0,0.0,0.0,1.0,1.0,0.0,0.5,0.5
0.663594470046083,1.0,0.08888888888888889,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.6682027649769585,0.0,0.022222222222222223,1.0,0.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0
0.6728110599078341,0.0,0.5111111111111112,1.0,0.0,0.5,1.0,0.0,1.0,1.0,0.5,1.0,1.0,1.0
0.6774193548387096,0.0,0.11111111111111112,0.0,0.0,0.5,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.0
0.6820276497695853,1.0,0.044444444444444446,0.0,1.0,0.5,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.5
0.6866359447004609,1.0,0.0,0.0,1.0,0.5,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0.6912442396313364,0.0,0.3111111111111111,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.695852534562212,0.0,0.022222222222222223,0.0,0.0,0.5,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5
0.7004608294930875,1.0,0.022222222222222223,0.3333333333333333,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0.7050691244239631,0.0,0.7555555555555555,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
0.7096774193548387,1.0,0.7777777777777778,0.0,1.0,0.5,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
0.7142857142857143,1.0,0.8,0.6666666666666666,0.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,0.0,1.0
0.7188940092165899,1.0,0.6666666666666667,1.0,1.0,0.5,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0.7235023041474654,1.0,0.37777777777777777,0.6666666666666666,0.0,0.0,1.0,1.0,1.0,0.0,0.5,0.0,0.0,1.0
0.728110599078341,1.0,0.8222222222222223,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0
0.7327188940092166,0.0,0.15555555555555556,0.0,0.0,0.5,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
0.7373271889400922,0.0,0.17777777777777778,0.3333333333333333,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.7419354838709677,1.0,0.8444444444444444,0.3333333333333333,1.0,0.5,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
0.7465437788018433,1.0,0.7111111111111111,1.0,1.0,0.5,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.5
0.7511520737327189,0.0,0.4,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0.7557603686635944,1.0,0.26666666666666666,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.5,0.0
0.7603686635944701,1.0,0.06666666666666667,0.0,1.0,0.5,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5
0.7649769585253456,0.0,0.8666666666666667,0.0,1.0,0.5,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0.7695852534562212,0.0,0.044444444444444446,0.0,0.0,0.5,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5
0.7741935483870968,1.0,0.888888888888889,0.0,0.0,0.5,1.0,0.5,1.0,0.0,1.0,1.0,0.0,1.0
0.7788018433179723,0.0,0.7777777777777778,0.3333333333333333,0.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,0.0,0.0
0.783410138248848,1.0,0.5333333333333333,1.0,0.0,0.5,1.0,0.5,1.0,0.0,0.5,0.0,0.0,1.0
0.7880184331797235,1.0,0.4,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,0.0,0.0,1.0
0.7926267281105991,1.0,0.33333333333333337,0.0,0.0,0.5,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
0.7972350230414746,0.0,0.9111111111111111,0.0,0.0,0.5,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
0.8018433179723502,1.0,0.9333333333333333,0.0,1.0,0.5,1.0,0.0,0.0,1.0,0.5,0.0,0.0,1.0
0.8064516129032258,1.0,0.0,0.3333333333333333,1.0,0.5,1.0,0.0,0.0,1.0,0.5,0.0,0.0,0.5
0.8110599078341014,0.0,0.6444444444444445,0.6666666666666666,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
0.815668202764977,1.0,0.7777777777777778,1.0,0.0,0.5,0.0,1.0,1.0,1.0,0.5,1.0,0.0,0.5
0.8202764976958525,0.0,0.044444444444444446,0.0,1.0,0.5,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0.8248847926267281,1.0,0.5777777777777778,0.3333333333333333,1.0,0.5,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
0.8294930875576036,1.0,0.35555555555555557,0.3333333333333333,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5
0.8341013824884793,1.0,0.8222222222222223,0.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,1.0,0.0,1.0
0.8387096774193549,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0
0.8433179723502304,1.0,0.8222222222222223,0.0,1.0,0.5,1.0,0.0,0.0,1.0,0.5,1.0,0.5,0.0
0.847926267281106,0.0,0.2888888888888889,1.0,0.0,0.5,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
0.8525345622119815,0.0,0.3111111111111111,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.5,0.0,0.0,0.5
0.8571428571428571,1.0,0.7777777777777778,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0.8617511520737328,0.0,0.17777777777777778,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
0.8663594470046083,1.0,0.022222222222222223,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
0.8709677419354839,1.0,0.33333333333333337,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.5
0.8755760368663594,1.0,0.4222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0
0.880184331797235,1.0,0.17777777777777778,0.3333333333333333,1.0,0.0,1.0,0.0,0.0,1.0,0.5,1.0,0.0,1.0
0.8847926267281105,1.0,0.17777777777777778,1.0,1.0,0.5,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0
0.8894009216589862,0.0,0.0,0.0,0.0,0.5,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.5
